ts,customer,activity,feature_json,revenue_impact,link
2023-06-20 13:43:55,alex.wilson@example.com,consultation,,,
2023-06-17 08:19:38,emily.jackson@example.com,sale,,15.99,
2023-06-26 18:08:43,laura.jones@example.com,click,,,https://www.example.com/summer-sale
2023-06-22 09:19:31,john.doe@example.com,consultation,,,
2023-06-28 00:01:49,olivia.white@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-21 07:33:21,william.martin@example.com,sale,,9.99,
2023-06-22 15:07:09,laura.jones@example.com,consultation,,,
2023-06-24 22:29:15,laura.jones@example.com,sale,,99.99,
2023-07-01 19:32:38,laura.jones@example.com,consultation,,,
2023-06-25 03:08:04,emma.smith@example.com,consultation,,,
2023-06-18 18:49:20,emily.jackson@example.com,click,,,https://www.example.com/limited-time-deal
2023-07-02 06:13:31,emma.smith@example.com,consultation,,,
2023-06-05 09:52:06,michael.brown@example.com,click,,,https://www.example.com/special-offer
2023-06-22 21:14:48,william.martin@example.com,consultation,,,
2023-06-16 10:09:42,michael.brown@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-30 05:33:16,michael.brown@example.com,consultation,,,
2023-07-02 13:10:31,emma.smith@example.com,consultation,,,
2023-06-18 02:29:01,michael.brown@example.com,consultation,,,
2023-06-05 16:34:31,john.doe@example.com,lead,,,
2023-06-06 06:23:51,emma.smith@example.com,lead,,,
2023-06-20 23:23:42,john.doe@example.com,sale,,49.99,
2023-07-01 17:49:36,olivia.white@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-10 19:10:19,sarah.davis@example.com,sale,,9.99,
2023-06-26 12:04:22,olivia.white@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-17 03:08:31,michael.brown@example.com,click,,,https://www.example.com/new-product-launch
2023-06-04 03:06:37,sarah.davis@example.com,click,,,https://www.example.com/summer-sale
2023-06-12 04:22:50,emma.smith@example.com,sale,,49.99,
2023-06-23 07:04:18,daniel.thomas@example.com,sale,,29.99,
2023-06-03 19:40:02,michael.brown@example.com,lead,,,
2023-06-30 19:58:18,emma.smith@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-11 10:54:22,john.doe@example.com,lead,,,
2023-06-14 16:33:11,daniel.thomas@example.com,lead,,,
2023-06-18 18:29:21,alex.wilson@example.com,sale,,99.99,
2023-07-01 04:02:39,emily.jackson@example.com,lead,,,
2023-06-14 06:28:10,emily.jackson@example.com,click,,,https://www.example.com/new-product-launch
2023-06-20 05:36:53,sarah.davis@example.com,click,,,https://www.example.com/special-offer
2023-06-29 08:27:22,daniel.thomas@example.com,click,,,https://www.example.com/summer-sale
2023-06-12 17:12:26,laura.jones@example.com,click,,,https://www.example.com/new-product-launch
2023-06-24 01:10:11,william.martin@example.com,consultation,,,
2023-06-04 22:06:24,daniel.thomas@example.com,consultation,,,
2023-07-03 00:46:25,alex.wilson@example.com,consultation,,,
2023-07-04 23:26:09,john.doe@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-19 15:09:11,john.doe@example.com,consultation,,,
2023-06-09 23:23:57,emily.jackson@example.com,lead,,,
2023-06-23 17:05:14,alex.wilson@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-02 11:22:53,laura.jones@example.com,consultation,,,
2023-07-01 15:17:16,emily.jackson@example.com,lead,,,
2023-06-17 20:51:48,daniel.thomas@example.com,sale,,99.99,
2023-06-07 11:26:27,alex.wilson@example.com,consultation,,,
2023-06-14 06:35:20,alex.wilson@example.com,click,,,https://www.example.com/new-product-launch
2023-07-02 17:43:25,laura.jones@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-23 16:35:29,emily.jackson@example.com,lead,,,
2023-06-19 00:47:02,john.doe@example.com,sale,,29.99,
2023-06-10 01:12:04,william.martin@example.com,sale,,99.99,
2023-06-20 16:52:52,michael.brown@example.com,consultation,,,
2023-06-28 07:09:57,emma.smith@example.com,consultation,,,
2023-07-03 10:53:23,john.doe@example.com,consultation,,,
2023-06-26 04:36:28,laura.jones@example.com,sale,,15.99,
2023-06-21 06:27:51,michael.brown@example.com,consultation,,,
2023-06-06 06:09:46,emma.smith@example.com,lead,,,
2023-06-11 16:32:04,john.doe@example.com,sale,,29.99,
2023-06-15 14:50:43,laura.jones@example.com,click,,,https://www.example.com/summer-sale
2023-07-02 18:09:13,emma.smith@example.com,consultation,,,
2023-06-02 08:01:40,laura.jones@example.com,sale,,99.99,
2023-06-09 11:32:30,emma.smith@example.com,click,,,https://www.example.com/new-product-launch
2023-06-22 00:51:01,olivia.white@example.com,lead,,,
2023-06-18 21:04:48,michael.brown@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-10 17:30:40,michael.brown@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-14 18:40:44,william.martin@example.com,sale,,49.99,
2023-06-27 17:00:38,john.doe@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-29 07:14:40,daniel.thomas@example.com,sale,,99.99,
2023-06-15 15:47:47,william.martin@example.com,consultation,,,
2023-06-11 19:07:24,daniel.thomas@example.com,lead,,,
2023-06-21 23:54:38,daniel.thomas@example.com,lead,,,
2023-06-18 07:35:48,michael.brown@example.com,lead,,,
2023-06-22 19:59:49,michael.brown@example.com,click,,,https://www.example.com/special-offer
2023-06-13 05:08:25,william.martin@example.com,click,,,https://www.example.com/exclusive-discount
2023-07-05 23:38:46,michael.brown@example.com,lead,,,
2023-06-01 09:16:29,olivia.white@example.com,click,,,https://www.example.com/summer-sale
2023-06-19 03:47:59,emily.jackson@example.com,consultation,,,
2023-06-05 16:08:46,emily.jackson@example.com,lead,,,
2023-06-15 05:56:00,michael.brown@example.com,sale,,49.99,
2023-06-20 09:56:41,michael.brown@example.com,click,,,https://www.example.com/new-product-launch
2023-06-30 08:11:22,emily.jackson@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-25 03:22:42,emma.smith@example.com,lead,,,
2023-06-17 21:18:06,daniel.thomas@example.com,click,,,https://www.example.com/summer-sale
2023-06-17 18:02:01,john.doe@example.com,lead,,,
2023-06-28 00:20:17,john.doe@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-01 01:34:56,sarah.davis@example.com,consultation,,,
2023-06-05 00:40:43,emily.jackson@example.com,click,,,https://www.example.com/new-product-launch
2023-06-30 11:48:21,william.martin@example.com,lead,,,
2023-06-26 22:37:39,william.martin@example.com,consultation,,,
2023-06-17 17:19:57,alex.wilson@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-03 17:13:50,emily.jackson@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-16 04:45:43,daniel.thomas@example.com,consultation,,,
2023-06-06 02:16:54,alex.wilson@example.com,sale,,15.99,
2023-06-03 00:25:00,daniel.thomas@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-10 22:46:46,emma.smith@example.com,lead,,,
2023-06-18 07:05:53,daniel.thomas@example.com,click,,,https://www.example.com/special-offer
2023-07-04 04:02:05,alex.wilson@example.com,sale,,15.99,
2023-06-29 22:28:15,william.martin@example.com,lead,,,
2023-06-15 20:44:13,sarah.davis@example.com,lead,,,
2023-06-29 20:54:34,laura.jones@example.com,click,,,https://www.example.com/new-product-launch
2023-06-26 06:58:27,emma.smith@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-06 08:31:19,michael.brown@example.com,click,,,https://www.example.com/summer-sale
2023-06-13 19:16:29,olivia.white@example.com,lead,,,
2023-06-07 21:44:14,emma.smith@example.com,consultation,,,
2023-07-03 02:46:18,emily.jackson@example.com,consultation,,,
2023-06-16 09:20:11,laura.jones@example.com,consultation,,,
2023-06-14 13:41:42,william.martin@example.com,sale,,49.99,
2023-06-24 11:07:38,daniel.thomas@example.com,sale,,29.99,
2023-07-05 04:16:32,michael.brown@example.com,click,,,https://www.example.com/new-product-launch
2023-06-03 14:38:33,emma.smith@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-28 03:07:55,sarah.davis@example.com,consultation,,,
2023-06-23 23:20:26,daniel.thomas@example.com,consultation,,,
2023-06-19 04:31:42,john.doe@example.com,sale,,29.99,
2023-06-16 07:18:12,daniel.thomas@example.com,sale,,49.99,
2023-06-09 05:17:09,john.doe@example.com,lead,,,
2023-06-12 13:50:31,john.doe@example.com,consultation,,,
2023-06-02 17:03:03,laura.jones@example.com,lead,,,
2023-06-21 17:12:17,daniel.thomas@example.com,consultation,,,
2023-06-08 17:12:35,daniel.thomas@example.com,lead,,,
2023-06-20 21:12:56,emily.jackson@example.com,sale,,29.99,
2023-06-20 07:03:59,emma.smith@example.com,lead,,,
2023-06-17 01:45:27,olivia.white@example.com,consultation,,,
2023-06-08 20:18:22,sarah.davis@example.com,click,,,https://www.example.com/special-offer
2023-06-18 10:02:12,sarah.davis@example.com,click,,,https://www.example.com/special-offer
2023-06-18 17:56:24,john.doe@example.com,lead,,,
2023-07-01 05:21:10,william.martin@example.com,lead,,,
2023-06-04 06:36:11,emma.smith@example.com,sale,,15.99,
2023-06-14 23:16:02,laura.jones@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-16 18:21:50,william.martin@example.com,sale,,15.99,
2023-06-08 02:56:47,sarah.davis@example.com,click,,,https://www.example.com/summer-sale
2023-06-17 07:42:52,laura.jones@example.com,lead,,,
2023-06-05 08:59:58,olivia.white@example.com,lead,,,
2023-06-17 01:39:44,alex.wilson@example.com,lead,,,
2023-06-05 05:41:39,john.doe@example.com,sale,,49.99,
2023-07-04 03:36:54,olivia.white@example.com,consultation,,,
2023-06-05 20:33:22,john.doe@example.com,sale,,15.99,
2023-06-07 17:03:53,john.doe@example.com,consultation,,,
2023-06-05 23:09:19,alex.wilson@example.com,consultation,,,
2023-06-01 22:24:58,john.doe@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-18 02:49:33,olivia.white@example.com,lead,,,
2023-06-18 00:50:27,alex.wilson@example.com,sale,,99.99,
2023-06-01 13:53:38,emily.jackson@example.com,consultation,,,
2023-06-28 20:00:22,daniel.thomas@example.com,lead,,,
2023-06-15 04:03:41,emily.jackson@example.com,sale,,15.99,
2023-07-04 02:25:04,laura.jones@example.com,click,,,https://www.example.com/new-product-launch
2023-06-12 06:18:01,emma.smith@example.com,sale,,29.99,
2023-06-26 03:54:57,daniel.thomas@example.com,sale,,49.99,
2023-07-04 15:04:03,olivia.white@example.com,lead,,,
2023-06-25 06:25:26,emily.jackson@example.com,lead,,,
2023-06-11 23:16:52,olivia.white@example.com,lead,,,
2023-06-06 04:24:26,william.martin@example.com,consultation,,,
2023-06-10 03:33:07,john.doe@example.com,lead,,,
2023-06-25 13:26:59,alex.wilson@example.com,click,,,https://www.example.com/new-product-launch
2023-06-13 02:11:51,alex.wilson@example.com,sale,,9.99,
2023-06-08 17:42:42,john.doe@example.com,lead,,,
2023-06-13 18:07:54,emily.jackson@example.com,lead,,,
2023-06-07 10:53:40,olivia.white@example.com,sale,,9.99,
2023-06-26 17:12:52,michael.brown@example.com,consultation,,,
2023-06-18 06:18:48,william.martin@example.com,click,,,https://www.example.com/exclusive-discount
2023-07-03 18:22:07,alex.wilson@example.com,consultation,,,
2023-06-23 23:00:02,emma.smith@example.com,click,,,https://www.example.com/new-product-launch
2023-06-30 15:52:46,emma.smith@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-04 07:33:06,daniel.thomas@example.com,sale,,99.99,
2023-07-01 07:35:10,emily.jackson@example.com,lead,,,
2023-06-11 07:19:50,william.martin@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-01 23:34:45,sarah.davis@example.com,sale,,15.99,
2023-06-11 09:14:44,michael.brown@example.com,sale,,29.99,
2023-06-16 02:06:02,john.doe@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-20 12:51:09,sarah.davis@example.com,click,,,https://www.example.com/special-offer
2023-06-25 16:08:12,olivia.white@example.com,click,,,https://www.example.com/summer-sale
2023-07-01 19:27:46,michael.brown@example.com,consultation,,,
2023-06-22 07:30:59,laura.jones@example.com,sale,,9.99,
2023-06-05 22:41:26,emma.smith@example.com,sale,,9.99,
2023-06-14 02:59:12,laura.jones@example.com,consultation,,,
2023-06-05 08:26:52,alex.wilson@example.com,lead,,,
2023-07-02 01:56:00,john.doe@example.com,sale,,99.99,
2023-06-08 05:28:01,john.doe@example.com,lead,,,
2023-07-03 18:28:54,sarah.davis@example.com,consultation,,,
2023-06-18 01:26:02,emma.smith@example.com,sale,,9.99,
2023-06-19 02:53:54,olivia.white@example.com,sale,,9.99,
2023-06-18 16:47:42,alex.wilson@example.com,lead,,,
2023-06-23 13:39:14,laura.jones@example.com,click,,,https://www.example.com/special-offer
2023-06-28 16:07:42,sarah.davis@example.com,consultation,,,
2023-06-12 13:39:45,laura.jones@example.com,click,,,https://www.example.com/summer-sale
2023-06-18 12:18:00,sarah.davis@example.com,sale,,99.99,
2023-06-07 00:46:22,emma.smith@example.com,lead,,,
2023-06-19 05:36:58,sarah.davis@example.com,sale,,99.99,
2023-06-06 02:27:59,alex.wilson@example.com,consultation,,,
2023-06-07 19:39:14,emily.jackson@example.com,consultation,,,
2023-06-02 08:19:12,william.martin@example.com,click,,,https://www.example.com/summer-sale
2023-06-12 02:54:08,daniel.thomas@example.com,click,,,https://www.example.com/summer-sale
2023-06-03 15:35:01,olivia.white@example.com,consultation,,,
2023-06-27 14:40:23,william.martin@example.com,lead,,,
2023-06-02 13:09:38,daniel.thomas@example.com,consultation,,,
2023-06-25 18:30:55,emma.smith@example.com,lead,,,
2023-06-02 07:53:40,sarah.davis@example.com,sale,,15.99,
2023-06-26 12:51:53,emma.smith@example.com,sale,,99.99,
2023-06-18 21:40:17,daniel.thomas@example.com,sale,,9.99,
2023-07-01 09:04:20,emily.jackson@example.com,consultation,,,
2023-06-01 07:06:00,laura.jones@example.com,lead,,,
2023-06-12 00:31:33,emma.smith@example.com,sale,,99.99,
2023-06-15 14:15:12,sarah.davis@example.com,lead,,,
2023-06-06 21:41:59,john.doe@example.com,sale,,99.99,
2023-06-30 16:10:43,emily.jackson@example.com,sale,,99.99,
2023-06-24 20:51:47,john.doe@example.com,consultation,,,
2023-06-09 22:02:30,john.doe@example.com,sale,,15.99,
2023-06-13 18:23:20,laura.jones@example.com,lead,,,
2023-06-05 12:40:17,alex.wilson@example.com,lead,,,
2023-06-07 01:22:23,emily.jackson@example.com,sale,,9.99,
2023-06-25 08:18:16,emily.jackson@example.com,click,,,https://www.example.com/summer-sale
2023-06-12 19:33:07,john.doe@example.com,sale,,49.99,
2023-06-24 15:03:42,alex.wilson@example.com,sale,,99.99,
2023-06-26 06:26:03,alex.wilson@example.com,consultation,,,
2023-06-04 21:55:37,william.martin@example.com,sale,,15.99,
2023-06-04 11:29:17,emily.jackson@example.com,consultation,,,
2023-06-08 20:20:24,john.doe@example.com,lead,,,
2023-06-09 05:43:49,daniel.thomas@example.com,consultation,,,
2023-06-07 13:56:58,michael.brown@example.com,sale,,99.99,
2023-06-23 10:57:18,olivia.white@example.com,consultation,,,
2023-06-29 23:20:48,emma.smith@example.com,lead,,,
2023-06-28 04:55:08,emma.smith@example.com,consultation,,,
2023-06-15 18:50:07,olivia.white@example.com,sale,,29.99,
2023-06-19 15:15:39,william.martin@example.com,consultation,,,
2023-06-12 23:31:36,michael.brown@example.com,lead,,,
2023-06-02 20:20:14,alex.wilson@example.com,consultation,,,
2023-06-21 06:59:14,alex.wilson@example.com,sale,,9.99,
2023-06-24 22:08:58,william.martin@example.com,sale,,49.99,
2023-06-09 01:46:37,laura.jones@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-24 10:49:35,michael.brown@example.com,lead,,,
2023-06-01 13:01:52,emily.jackson@example.com,click,,,https://www.example.com/summer-sale
2023-06-16 21:57:35,sarah.davis@example.com,sale,,29.99,
2023-06-20 20:02:28,michael.brown@example.com,consultation,,,
2023-06-03 03:37:55,daniel.thomas@example.com,sale,,99.99,
2023-07-02 20:31:02,john.doe@example.com,lead,,,
2023-07-04 11:38:54,laura.jones@example.com,consultation,,,
2023-06-01 09:54:49,olivia.white@example.com,sale,,29.99,
2023-06-01 02:12:01,emma.smith@example.com,click,,,https://www.example.com/special-offer
2023-06-16 18:28:32,olivia.white@example.com,click,,,https://www.example.com/summer-sale
2023-06-13 12:58:47,emma.smith@example.com,lead,,,
2023-06-22 08:10:31,john.doe@example.com,lead,,,
2023-06-10 14:07:23,emma.smith@example.com,lead,,,
2023-06-03 05:56:09,daniel.thomas@example.com,click,,,https://www.example.com/summer-sale
2023-06-09 01:22:20,emma.smith@example.com,sale,,29.99,
2023-06-27 21:49:12,michael.brown@example.com,click,,,https://www.example.com/summer-sale
2023-06-02 11:07:38,daniel.thomas@example.com,sale,,49.99,
2023-06-12 23:21:31,sarah.davis@example.com,sale,,15.99,
2023-07-03 17:10:52,sarah.davis@example.com,click,,,https://www.example.com/summer-sale
2023-06-18 23:14:36,john.doe@example.com,consultation,,,
2023-06-04 06:42:08,john.doe@example.com,click,,,https://www.example.com/new-product-launch
2023-06-17 17:11:25,olivia.white@example.com,lead,,,
2023-06-14 21:10:57,daniel.thomas@example.com,sale,,15.99,
2023-06-22 08:53:45,laura.jones@example.com,lead,,,
2023-06-10 17:14:22,emily.jackson@example.com,click,,,https://www.example.com/new-product-launch
2023-06-12 03:59:38,john.doe@example.com,sale,,15.99,
2023-06-25 18:14:19,alex.wilson@example.com,consultation,,,
2023-06-10 00:37:04,sarah.davis@example.com,sale,,99.99,
2023-07-01 23:34:36,emma.smith@example.com,lead,,,
2023-07-01 19:25:10,emma.smith@example.com,sale,,15.99,
2023-06-11 03:19:03,emma.smith@example.com,consultation,,,
2023-06-19 11:52:44,william.martin@example.com,click,,,https://www.example.com/special-offer
2023-06-20 22:40:04,john.doe@example.com,consultation,,,
2023-06-03 18:16:53,william.martin@example.com,lead,,,
2023-06-02 13:27:40,daniel.thomas@example.com,sale,,15.99,
2023-06-27 23:48:54,sarah.davis@example.com,sale,,9.99,
2023-07-02 08:05:50,michael.brown@example.com,consultation,,,
2023-06-27 13:26:12,alex.wilson@example.com,consultation,,,
2023-06-21 10:44:04,alex.wilson@example.com,consultation,,,
2023-06-22 17:53:18,alex.wilson@example.com,lead,,,
2023-06-21 15:37:18,laura.jones@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-17 02:48:07,sarah.davis@example.com,lead,,,
2023-06-17 18:28:15,alex.wilson@example.com,lead,,,
2023-06-24 21:23:34,john.doe@example.com,sale,,99.99,
2023-06-02 03:20:06,sarah.davis@example.com,consultation,,,
2023-06-09 23:48:39,william.martin@example.com,lead,,,
2023-06-18 15:28:19,alex.wilson@example.com,consultation,,,
2023-06-06 00:10:55,alex.wilson@example.com,consultation,,,
2023-06-07 05:58:11,michael.brown@example.com,sale,,49.99,
2023-06-12 02:04:26,daniel.thomas@example.com,lead,,,
2023-06-26 09:18:49,daniel.thomas@example.com,consultation,,,
2023-06-15 07:41:49,laura.jones@example.com,click,,,https://www.example.com/special-offer
2023-06-12 21:42:20,emily.jackson@example.com,click,,,https://www.example.com/new-product-launch
2023-06-02 07:31:27,olivia.white@example.com,sale,,99.99,
2023-07-04 02:16:08,william.martin@example.com,lead,,,
2023-06-24 15:31:56,daniel.thomas@example.com,click,,,https://www.example.com/new-product-launch
2023-06-11 10:55:24,olivia.white@example.com,sale,,49.99,
2023-06-23 05:08:13,john.doe@example.com,lead,,,
2023-06-03 06:00:53,emily.jackson@example.com,click,,,https://www.example.com/summer-sale
2023-06-02 20:59:09,alex.wilson@example.com,lead,,,
2023-06-09 22:20:47,daniel.thomas@example.com,lead,,,
2023-06-19 01:39:58,alex.wilson@example.com,click,,,https://www.example.com/new-product-launch
2023-07-02 22:20:38,laura.jones@example.com,consultation,,,
2023-06-24 03:17:34,michael.brown@example.com,lead,,,
2023-07-04 05:15:01,olivia.white@example.com,click,,,https://www.example.com/special-offer
2023-06-15 20:49:50,sarah.davis@example.com,consultation,,,
2023-06-12 13:10:07,michael.brown@example.com,sale,,9.99,
2023-06-16 08:37:39,daniel.thomas@example.com,consultation,,,
2023-06-10 17:52:43,olivia.white@example.com,lead,,,
2023-06-26 13:45:11,michael.brown@example.com,sale,,9.99,
2023-06-18 21:18:49,olivia.white@example.com,consultation,,,
2023-06-15 04:43:07,john.doe@example.com,lead,,,
2023-06-29 12:53:45,john.doe@example.com,consultation,,,
2023-07-04 06:08:29,sarah.davis@example.com,sale,,49.99,
2023-06-13 00:23:24,john.doe@example.com,click,,,https://www.example.com/summer-sale
2023-07-02 11:10:27,william.martin@example.com,consultation,,,
2023-06-08 11:57:01,william.martin@example.com,lead,,,
2023-06-27 21:54:16,olivia.white@example.com,consultation,,,
2023-06-09 21:09:23,michael.brown@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-03 18:36:43,emma.smith@example.com,sale,,15.99,
2023-06-02 03:04:49,olivia.white@example.com,lead,,,
2023-06-26 04:24:02,daniel.thomas@example.com,lead,,,
2023-06-02 03:21:15,sarah.davis@example.com,lead,,,
2023-06-08 04:19:09,olivia.white@example.com,consultation,,,
2023-06-10 01:37:24,olivia.white@example.com,consultation,,,
2023-06-01 18:29:19,laura.jones@example.com,lead,,,
2023-06-06 19:14:24,laura.jones@example.com,lead,,,
2023-06-15 06:24:52,sarah.davis@example.com,sale,,49.99,
2023-06-26 06:11:50,emily.jackson@example.com,lead,,,
2023-06-28 07:50:36,sarah.davis@example.com,sale,,15.99,
2023-06-22 19:31:40,laura.jones@example.com,consultation,,,
2023-06-23 08:02:17,olivia.white@example.com,sale,,49.99,
2023-06-04 07:44:53,michael.brown@example.com,consultation,,,
2023-06-10 07:24:19,laura.jones@example.com,lead,,,
2023-06-26 12:53:53,laura.jones@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-27 10:48:58,michael.brown@example.com,lead,,,
2023-06-12 22:27:06,daniel.thomas@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-18 00:45:15,sarah.davis@example.com,consultation,,,
2023-06-02 12:03:05,emma.smith@example.com,lead,,,
2023-06-30 03:45:55,laura.jones@example.com,consultation,,,
2023-06-07 03:30:10,laura.jones@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-04 16:10:55,emily.jackson@example.com,click,,,https://www.example.com/new-product-launch
2023-06-05 12:55:26,emily.jackson@example.com,click,,,https://www.example.com/special-offer
2023-06-01 10:56:52,daniel.thomas@example.com,sale,,99.99,
2023-06-19 15:49:42,john.doe@example.com,sale,,9.99,
2023-06-26 05:26:43,michael.brown@example.com,lead,,,
2023-06-27 14:06:46,michael.brown@example.com,sale,,9.99,
2023-06-29 21:23:48,john.doe@example.com,sale,,49.99,
2023-06-01 04:32:37,daniel.thomas@example.com,click,,,https://www.example.com/special-offer
2023-07-05 20:34:50,michael.brown@example.com,sale,,29.99,
2023-06-21 02:35:38,emma.smith@example.com,click,,,https://www.example.com/special-offer
2023-06-20 21:24:04,daniel.thomas@example.com,consultation,,,
2023-06-17 08:11:01,olivia.white@example.com,sale,,15.99,
2023-06-08 03:32:41,daniel.thomas@example.com,consultation,,,
2023-06-12 04:01:11,laura.jones@example.com,sale,,99.99,
2023-06-15 17:52:02,john.doe@example.com,lead,,,
2023-06-19 11:30:07,daniel.thomas@example.com,lead,,,
2023-06-12 22:19:17,emma.smith@example.com,click,,,https://www.example.com/new-product-launch
2023-06-30 19:56:26,william.martin@example.com,consultation,,,
2023-06-05 13:13:28,daniel.thomas@example.com,sale,,15.99,
2023-06-29 00:29:50,daniel.thomas@example.com,lead,,,
2023-06-14 22:16:40,william.martin@example.com,consultation,,,
2023-06-16 18:36:06,olivia.white@example.com,sale,,49.99,
2023-07-03 19:23:35,alex.wilson@example.com,sale,,49.99,
2023-07-02 11:42:32,emily.jackson@example.com,sale,,49.99,
2023-06-27 00:18:21,emma.smith@example.com,consultation,,,
2023-06-27 06:16:29,john.doe@example.com,consultation,,,
2023-06-16 08:55:19,michael.brown@example.com,consultation,,,
2023-06-26 14:17:54,sarah.davis@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-20 21:18:35,laura.jones@example.com,sale,,99.99,
2023-06-03 17:07:49,sarah.davis@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-19 07:05:24,olivia.white@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-05 18:42:15,emily.jackson@example.com,click,,,https://www.example.com/exclusive-discount
2023-06-07 22:15:52,emma.smith@example.com,consultation,,,
2023-06-22 17:39:50,olivia.white@example.com,sale,,15.99,
2023-06-23 09:33:27,michael.brown@example.com,consultation,,,
2023-06-04 15:03:08,sarah.davis@example.com,click,,,https://www.example.com/summer-sale
2023-06-30 06:05:01,sarah.davis@example.com,sale,,29.99,
2023-06-13 10:40:01,emily.jackson@example.com,lead,,,
2023-06-03 06:01:13,emma.smith@example.com,lead,,,
2023-06-29 09:19:06,michael.brown@example.com,click,,,https://www.example.com/exclusive-discount
2023-07-03 23:52:01,john.doe@example.com,consultation,,,
2023-06-16 17:54:13,john.doe@example.com,consultation,,,
2023-06-14 07:40:34,sarah.davis@example.com,sale,,49.99,
2023-06-08 20:24:58,emma.smith@example.com,consultation,,,
2023-06-01 06:16:15,michael.brown@example.com,click,,,https://www.example.com/summer-sale
2023-07-01 23:11:23,emily.jackson@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-09 15:33:37,sarah.davis@example.com,lead,,,
2023-06-13 19:27:36,olivia.white@example.com,sale,,9.99,
2023-06-07 20:08:10,daniel.thomas@example.com,lead,,,
2023-06-14 13:49:34,emma.smith@example.com,sale,,9.99,
2023-06-15 13:22:41,emma.smith@example.com,consultation,,,
2023-06-14 08:11:17,michael.brown@example.com,lead,,,
2023-06-09 09:41:49,william.martin@example.com,sale,,9.99,
2023-07-03 22:24:07,laura.jones@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-25 03:27:45,michael.brown@example.com,click,,,https://www.example.com/new-product-launch
2023-06-02 06:33:44,john.doe@example.com,consultation,,,
2023-06-16 02:11:36,emma.smith@example.com,lead,,,
2023-06-26 23:33:38,laura.jones@example.com,lead,,,
2023-06-24 10:47:40,laura.jones@example.com,consultation,,,
2023-06-28 23:09:30,john.doe@example.com,lead,,,
2023-06-25 06:06:03,alex.wilson@example.com,consultation,,,
2023-06-21 10:58:59,john.doe@example.com,consultation,,,
2023-06-12 05:42:33,sarah.davis@example.com,sale,,9.99,
2023-06-20 05:35:35,laura.jones@example.com,lead,,,
2023-06-13 06:44:27,william.martin@example.com,click,,,https://www.example.com/limited-time-deal
2023-06-18 20:04:40,daniel.thomas@example.com,sale,,99.99,
2023-06-10 07:54:20,emma.smith@example.com,sale,,9.99,
2023-06-02 19:43:45,alex.wilson@example.com,click,,,https://www.example.com/summer-sale
2023-06-04 14:37:08,laura.jones@example.com,lead,,,
2023-06-01 13:36:48,olivia.white@example.com,click,,,https://www.example.com/special-offer
2023-06-11 05:39:01,john.doe@example.com,sale,,15.99,
2023-06-15 09:06:01,michael.brown@example.com,consultation,,,
2023-07-03 14:20:01,michael.brown@example.com,consultation,,,
2023-07-01 17:24:33,michael.brown@example.com,lead,,,
2023-06-08 17:09:05,emma.smith@example.com,lead,,,
2023-06-19 03:24:09,laura.jones@example.com,sale,,15.99,
2023-07-02 03:58:55,sarah.davis@example.com,consultation,,,
2023-06-21 07:22:15,william.martin@example.com,lead,,,
2023-07-02 23:04:54,michael.brown@example.com,consultation,,,
2023-06-01 21:05:47,emma.smith@example.com,sale,,9.99,
2023-06-08 04:07:46,john.doe@example.com,sale,,15.99,
2023-06-04 07:07:45,john.doe@example.com,consultation,,,
2023-06-26 15:20:29,alex.wilson@example.com,sale,,9.99,
2023-06-29 04:10:59,laura.jones@example.com,consultation,,,
2023-06-19 05:58:29,laura.jones@example.com,consultation,,,
2023-06-07 16:51:36,olivia.white@example.com,click,,,https://www.example.com/summer-sale
